area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,qtrly_estabs,month1_emplvl,month2_emplvl,month3_emplvl,total_qtrly_wages,taxable_qtrly_wages,qtrly_contributions,avg_wkly_wage,lq_disclosure_code,lq_qtrly_estabs,lq_month1_emplvl,lq_month2_emplvl,lq_month3_emplvl,lq_total_qtrly_wages,lq_taxable_qtrly_wages,lq_qtrly_contributions,lq_avg_wkly_wage,oty_disclosure_code,oty_qtrly_estabs_chg,oty_qtrly_estabs_pct_chg,oty_month1_emplvl_chg,oty_month1_emplvl_pct_chg,oty_month2_emplvl_chg,oty_month2_emplvl_pct_chg,oty_month3_emplvl_chg,oty_month3_emplvl_pct_chg,oty_total_qtrly_wages_chg,oty_total_qtrly_wages_pct_chg,oty_taxable_qtrly_wages_chg,oty_taxable_qtrly_wages_pct_chg,oty_qtrly_contributions_chg,oty_qtrly_contributions_pct_chg,oty_avg_wkly_wage_chg,oty_avg_wkly_wage_pct_chg
1013,5,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,1.11,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,3,6111,76,0,2020,1,,28,2386,2400,2390,24953260,0,0,802,,1.79,1.04,1.04,1.03,1.34,0,0,1.3,,1,3.7,-39,-1.6,-25,-1,-26,-1.1,907780,3.8,0,0,0,0,38,5
1015,5,6111,76,0,2020,1,N,2,0,0,0,0,0,0,0,N,0.43,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,3,6111,76,0,2020,1,N,21,0,0,0,0,0,0,0,N,5.45,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,5,6111,76,0,2020,1,N,2,0,0,0,0,0,0,0,N,1.74,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,3,6111,76,0,2020,1,N,10,0,0,0,0,0,0,0,N,3.85,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1019,5,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,1.29,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,3,6111,76,0,2020,1,,16,953,963,968,9454502,0,0,757,,3.13,1.96,1.95,1.96,2.53,0,0,1.3,,0,0,21,2.3,9,0.9,16,1.7,521173,5.8,0,0,0,0,31,4.3
1023,3,6111,76,0,2020,1,N,6,0,0,0,0,0,0,0,N,2.93,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1023,5,6111,76,0,2020,1,N,2,0,0,0,0,0,0,0,N,3.27,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,3,6111,76,0,2020,1,N,15,0,0,0,0,0,0,0,N,3.63,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1025,5,6111,76,0,2020,1,N,2,0,0,0,0,0,0,0,N,1.62,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.74,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,5,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,2.46,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,3,6111,76,0,2020,1,,14,297,296,295,3411688,0,0,887,,9.58,2.73,2.77,2.84,3.87,0,0,1.4,,0,0,-5,-1.7,-6,-2,-8,-2.6,114230,3.5,0,0,0,0,48,5.7
1031,1,6111,76,0,2020,1,,1,9,9,9,145109,0,0,1240,,210.68,15.2,15.1,14.96,28.98,0,0,1.92,,0,0,-6,-40,-6,-40,-7,-43.8,-80113,-35.6,0,0,0,0,110,9.7
1031,3,6111,76,0,2020,1,N,23,0,0,0,0,0,0,0,N,3.5,0,0,0,0,0,0,0,N,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,3,6111,76,0,2020,1,N,21,0,0,0,0,0,0,0,N,2.52,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,5,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.4,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1035,3,6111,76,0,2020,1,,12,226,224,228,2402200,0,0,818,,7.67,1.3,1.27,1.28,1.87,0,0,1.46,,-1,-7.7,-20,-8.1,-17,-7.1,-9,-3.8,-55067,-2.2,0,0,0,0,35,4.5
1035,5,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,2.14,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,3,6111,76,0,2020,1,,3,106,110,108,1062492,0,0,757,,3.57,1.47,1.49,1.49,2.06,0,0,1.39,,-1,-25,-8,-7,-1,-0.9,-7,-6.1,-92669,-8,0,0,0,0,-27,-3.4
1039,3,6111,76,0,2020,1,,20,879,896,890,8456951,0,0,732,,3.55,1.42,1.44,1.43,1.88,0,0,1.31,,0,0,-31,-3.4,-6,-0.7,-25,-2.7,289466,3.5,0,0,0,0,41,5.9
1041,3,6111,76,0,2020,1,N,6,0,0,0,0,0,0,0,N,3.58,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,5,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,2,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043,3,6111,76,0,2020,1,N,23,0,0,0,0,0,0,0,N,2.01,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1043,5,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.29,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1045,1,6111,76,0,2020,1,,1,148,146,145,1467575,0,0,771,,251.51,236.46,232.02,227.23,181.72,0,0,0.78,,0,0,30,25.4,33,29.2,30,26.1,49135,3.5,0,0,0,0,-175,-18.5
1045,3,6111,76,0,2020,1,N,23,0,0,0,0,0,0,0,N,4.18,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1047,3,6111,76,0,2020,1,,31,863,858,843,8939035,0,0,805,,5.89,1.4,1.38,1.34,1.76,0,0,1.28,,-2,-6.1,-23,-2.6,-14,-1.6,-32,-3.7,181299,2.1,0,0,0,0,37,4.8
1047,5,6111,76,0,2020,1,N,2,0,0,0,0,0,0,0,N,1.27,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049,3,6111,76,0,2020,1,N,27,0,0,0,0,0,0,0,N,3.6,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049,5,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.45,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,3,6111,76,0,2020,1,N,24,0,0,0,0,0,0,0,N,2.72,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,5,6111,76,0,2020,1,,3,281,277,273,2138262,1688892,11082,594,,1.14,2.37,2.32,2.3,2.93,5.6,4.46,1.26,,0,0,-28,-9.1,-28,-9.2,-31,-10.2,-111572,-5,-127702,-7,-907,-7.6,28,4.9
1053,3,6111,76,0,2020,1,,20,825,832,835,7638367,0,0,707,,3.91,1.26,1.26,1.25,1.41,0,0,1.12,,0,0,9,1.1,7,0.8,-1,-0.1,330625,4.5,0,0,0,0,26,3.8
1053,5,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.65,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1055,3,6111,76,0,2020,1,,64,2124,2131,2134,21518514,0,0,777,,4.95,1.18,1.17,1.17,1.44,0,0,1.22,,1,1.6,-82,-3.7,-72,-3.3,-78,-3.5,1014462,4.9,0,0,0,0,62,8.7
1055,5,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.26,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057,3,6111,76,0,2020,1,N,7,0,0,0,0,0,0,0,N,3.33,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1057,5,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,1.59,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,3,6111,76,0,2020,1,N,7,0,0,0,0,0,0,0,N,1.91,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1061,3,6111,76,0,2020,1,,12,497,499,499,5424224,0,0,837,,3.85,1.9,1.91,1.89,3.18,0,0,1.68,,0,0,4,0.8,7,1.4,7,1.4,231247,4.5,0,0,0,0,26,3.2
1063,3,6111,76,0,2020,1,N,5,0,0,0,0,0,0,0,N,4.98,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,3,6111,76,0,2020,1,,9,345,339,345,3106524,0,0,697,,5.01,2.48,2.44,2.47,3.1,0,0,1.26,,0,0,-16,-4.4,-13,-3.7,-13,-3.6,-55457,-1.8,0,0,0,0,16,2.3
1065,5,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,1.86,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067,3,6111,76,0,2020,1,,7,286,286,285,3235620,0,0,871,,3.26,1.56,1.57,1.55,2.19,0,0,1.4,,0,0,8,2.9,5,1.8,6,2.2,166653,5.4,0,0,0,0,26,3.1
1067,5,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,1.56,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,3,6111,76,0,2020,1,N,31,0,0,0,0,0,0,0,N,1.66,0,0,0,0,0,0,0,N,-3,-8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1069,5,6111,76,0,2020,1,N,2,0,0,0,0,0,0,0,N,0.36,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,3,6111,76,0,2020,1,,29,1280,1281,1295,11682236,0,0,699,,4.69,1.64,1.63,1.62,2.03,0,0,1.25,,0,0,27,2.2,2,0.2,-1,-0.1,404692,3.6,0,0,0,0,19,2.8
1073,2,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.6,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1073,3,6111,76,0,2020,1,,291,12452,12463,12470,152612860,0,0,942,,2.44,0.69,0.68,0.68,0.7,0,0,1.03,,5,1.7,50,0.4,52,0.4,54,0.4,5802112,4,0,0,0,0,32,3.5
1073,5,6111,76,0,2020,1,,21,720,735,717,6400964,3347051,29081,680,,0.59,0.34,0.34,0.34,0.29,0.52,0.5,0.86,,2,10.5,40,5.9,51,7.5,29,4.2,765230,13.6,373374,12.6,9322,47.2,46,7.3
1075,3,6111,76,0,2020,1,,12,228,223,226,2660780,0,0,907,,7.04,1.29,1.26,1.27,1.83,0,0,1.43,,0,0,-2,-0.9,-7,-3,-9,-3.8,65047,2.5,0,0,0,0,45,5.2
1077,3,6111,76,0,2020,1,,22,1783,1782,1804,18426786,0,0,792,,1.67,1.18,1.17,1.17,1.68,0,0,1.43,,0,0,16,0.9,20,1.1,17,1,960350,5.5,0,0,0,0,34,4.5
1077,5,6111,76,0,2020,1,,4,249,258,256,1257852,471211,3498,380,,1.02,1.42,1.45,1.44,1.13,1.03,0.77,0.79,,0,0,20,8.7,20,8.4,9,3.6,65005,5.4,45428,10.7,43,1.2,-6,-1.6
1079,3,6111,76,0,2020,1,,20,785,791,792,6734483,0,0,656,,6.86,3.04,3.06,3.05,3.59,0,0,1.18,,0,0,4,0.5,2,0.3,3,0.4,325226,5.1,0,0,0,0,29,4.6
1081,3,6111,76,0,2020,1,,47,3006,3023,3015,32261389,0,0,823,,2.26,0.97,0.97,0.97,1.29,0,0,1.33,,0,0,0,0,7,0.2,7,0.2,1402728,4.5,0,0,0,0,34,4.3
1081,5,6111,76,0,2020,1,,4,199,214,202,1755126,596370,3563,659,,0.64,0.55,0.59,0.57,0.7,0.71,0.48,1.23,,0,0,-2,-1,-1,-0.5,7,3.6,29918,1.7,10691,1.8,67,1.9,7,1.1
1083,3,6111,76,0,2020,1,N,10,0,0,0,0,0,0,0,N,1.09,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,5,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.36,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,3,6111,76,0,2020,1,N,10,0,0,0,0,0,0,0,N,9.02,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1085,5,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,3.02,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,3,6111,76,0,2020,1,N,12,0,0,0,0,0,0,0,N,7.91,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,2,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,1.16,0,0,0,0,0,0,0,N,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,3,6111,76,0,2020,1,N,149,0,0,0,0,0,0,0,N,2.4,0,0,0,0,0,0,0,N,3,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,5,6111,76,0,2020,1,,10,383,412,403,3596253,902308,5664,693,,0.54,0.31,0.33,0.32,0.26,0.25,0.18,0.81,,0,0,-17,-4.2,-7,-1.7,-16,-3.8,18061,0.5,-6526,-0.7,-729,-11.4,26,3.9
1091,3,6111,76,0,2020,1,,13,596,587,592,5413033,0,0,704,,4.04,1.57,1.55,1.57,1.69,0,0,1.08,,0,0,27,4.7,-5,-0.8,4,0.7,227324,4.4,0,0,0,0,20,2.9
1091,5,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,1.04,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,3,6111,76,0,2020,1,N,18,0,0,0,0,0,0,0,N,4.67,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,3,6111,76,0,2020,1,,48,2160,2195,2220,23584438,0,0,828,,3.67,1.1,1.1,1.11,1.59,0,0,1.44,,-1,-2,-6,-0.3,11,0.5,14,0.6,994417,4.4,0,0,0,0,33,4.2
1097,2,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,1.12,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,3,6111,76,0,2020,1,,159,7558,7558,7620,77510534,0,0,787,,2.48,0.85,0.85,0.85,0.91,0,0,1.08,,6,3.9,-65,-0.9,-43,-0.6,-33,-0.4,2685372,3.6,0,0,0,0,32,4.2
1097,5,6111,76,0,2020,1,,12,844,862,862,8038708,2262319,15903,722,,0.63,0.82,0.83,0.84,0.94,0.76,0.5,1.14,,0,0,18,2.2,19,2.3,1,0.1,497020,6.6,120097,5.6,-2954,-15.7,34,4.9
1099,3,6111,76,0,2020,1,N,13,0,0,0,0,0,0,0,N,4.6,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,5,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,1.18,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,1,6111,76,0,2020,1,,1,97,98,99,1033404,0,0,811,,34.85,20.49,20.56,20.51,19.38,0,0,0.94,,0,0,26,36.6,25,34.2,25,33.8,59441,6.1,0,0,0,0,-220,-21.3
1101,3,6111,76,0,2020,1,N,73,0,0,0,0,0,0,0,N,1.84,0,0,0,0,0,0,0,N,1,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,5,6111,76,0,2020,1,,12,760,764,753,6636323,1905093,15043,673,,1.01,0.98,0.97,0.96,1.05,0.99,0.83,1.09,,0,0,-1,-0.1,5,0.7,-25,-3.2,-3984,-0.1,12434,0.7,-1651,-9.9,6,0.9
1103,3,6111,76,0,2020,1,,53,2841,2841,2852,29816589,0,0,806,,3.04,1.09,1.08,1.08,1.2,0,0,1.11,,1,1.9,74,2.7,52,1.9,46,1.6,1703882,6.1,0,0,0,0,30,3.9
1105,3,6111,76,0,2020,1,N,7,0,0,0,0,0,0,0,N,6.97,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,5,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,3.33,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,3,6111,76,0,2020,1,N,10,0,0,0,0,0,0,0,N,4.76,0,0,0,0,0,0,0,N,-1,-9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,5,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,1.59,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,3,6111,76,0,2020,1,,7,546,545,546,6107694,0,0,861,,1.57,0.73,0.72,0.72,1,0,0,1.38,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,5,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.75,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,3,6111,76,0,2020,1,,6,570,551,560,5175158,0,0,710,,2.35,2.34,2.2,2.23,3.11,0,0,1.38,,0,0,16,2.9,-16,-2.8,1,0.2,161962,3.2,0,0,0,0,21,3
1113,3,6111,76,0,2020,1,,25,1262,1254,1264,13745432,0,0,839,,4.28,1.75,1.72,1.71,2.46,0,0,1.42,,0,0,17,1.4,17,1.4,9,0.7,940294,7.3,0,0,0,0,48,6.1
1115,3,6111,76,0,2020,1,,32,1523,1526,1512,16664515,0,0,843,,3.32,1.5,1.49,1.47,2.04,0,0,1.37,,1,3.2,28,1.9,33,2.2,9,0.6,985725,6.3,0,0,0,0,37,4.6
1117,3,6111,76,0,2020,1,N,52,0,0,0,0,0,0,0,N,1.42,0,0,0,0,0,0,0,N,-1,-1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1117,5,6111,76,0,2020,1,,7,252,256,254,2141183,826235,6374,648,,0.64,0.5,0.5,0.5,0.42,0.48,0.4,0.84,,1,16.7,0,0,14,5.8,17,7.2,123860,6.1,13889,1.7,520,8.9,11,1.7
1119,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.64,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,5,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,2.14,0,0,0,0,0,0,0,N,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,2,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,8.21,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1121,3,6111,76,0,2020,1,,37,1646,1670,1676,15652771,0,0,724,,4.23,1.05,1.06,1.06,1.14,0,0,1.08,,0,0,12,0.7,20,1.2,16,1,560858,3.7,0,0,0,0,20,2.8
1123,3,6111,76,0,2020,1,,17,755,746,756,7859527,0,0,804,,3.18,1.13,1.11,1.11,1.69,0,0,1.52,,0,0,-11,-1.4,-32,-4.1,-29,-3.7,159298,2.1,0,0,0,0,41,5.4
1123,5,6111,76,0,2020,1,N,2,0,0,0,0,0,0,0,N,1.25,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,3,6111,76,0,2020,1,N,25,0,0,0,0,0,0,0,N,0.88,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1125,5,6111,76,0,2020,1,N,2,0,0,0,0,0,0,0,N,0.23,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,3,6111,76,0,2020,1,N,26,0,0,0,0,0,0,0,N,3.03,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1127,5,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.39,0,0,0,0,0,0,0,N,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,3,6111,76,0,2020,1,N,12,0,0,0,0,0,0,0,N,7.17,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,3,6111,76,0,2020,1,N,9,0,0,0,0,0,0,0,N,5.91,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1131,5,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,2.2,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,3,6111,76,0,2020,1,,14,600,602,608,5673173,0,0,723,,4.7,1.41,1.41,1.41,1.75,0,0,1.24,,0,0,36,6.4,44,7.9,39,6.9,267915,5,0,0,0,0,-15,-2
1999,3,6111,76,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.01,0,0,0,0,0,0,0,N,-1,-50,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,5,6111,76,0,2020,1,N,9,0,0,0,0,0,0,0,N,0.32,0,0,0,0,0,0,0,N,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,2,6111,56,0,2020,1,N,1,0,0,0,0,0,0,0,N,0.52,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,3,6111,56,0,2020,1,,171,23099,23796,23546,262364567,0,0,860,,1.25,1.45,1.46,1.44,1.42,0,0,0.98,,0,0,-427,-1.8,-452,-1.9,-409,-1.7,1420239,0.5,0,0,0,0,20,2.4
2000,5,6111,56,0,2020,1,,22,241,247,247,1908351,718921,10786,599,,0.54,0.13,0.13,0.13,0.1,0.07,0.08,0.79,,0,0,-13,-5.1,-14,-5.4,-7,-2.8,38634,2.1,15738,2.2,59,0.6,38,6.8
2013,3,6111,76,0,2020,1,N,5,0,0,0,0,0,0,0,N,8.29,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,3,6111,76,0,2020,1,,3,103,109,116,1291857,0,0,909,,2.93,0.55,0.45,0.49,0.48,0,0,0.98,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,3,6111,76,0,2020,1,N,5,0,0,0,0,0,0,0,N,0.1,0,0,0,0,0,0,0,N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,5,6111,76,0,2020,1,,8,99,97,97,724635,384477,5770,571,,0.53,0.11,0.11,0.11,0.08,0.08,0.09,0.72,,-1,-11.1,-2,-2,-9,-8.5,-7,-6.7,-8160,-1.1,-11050,-2.8,-229,-3.8,27,5
